Global_Index,Garment_Category,Garment_Brand_Model,Garment_Folder,Dog_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Verdict,Clean_Tryon_File
81,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00018,Labrador Retriever,94.9,62.0,80.2,XL,0.959,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00018_clean_tryon.png
82,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00019,Labrador Retriever,96.8,39.5,70.6,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00019_clean_tryon.png
83,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00020,Labrador Retriever,86.3,55.5,68.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00020_clean_tryon.png
84,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00021,Labrador Retriever,92.9,18.4,68.3,XL,0.938,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00021_clean_tryon.png
85,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00022,Labrador Retriever,85.8,48.4,69.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00022_clean_tryon.png
86,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00023,Labrador Retriever,89.7,128.9,63.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00023_clean_tryon.png
87,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00024,Labrador Retriever,90.7,55.2,73.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00024_clean_tryon.png
88,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00025,Labrador Retriever,101.2,40.0,69.1,XL,1.022,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00025_clean_tryon.png
89,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00026,Labrador Retriever,91.5,53.6,72.3,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00026_clean_tryon.png
90,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00027,Labrador Retriever,86.5,51.0,72.4,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00027_clean_tryon.png
91,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00028,Labrador Retriever,85.5,53.9,79.5,L,0.994,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00028_clean_tryon.png
92,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00029,Labrador Retriever,96.8,53.0,71.2,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00029_clean_tryon.png
93,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00030,Labrador Retriever,107.4,36.1,62.3,XL,1.085,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00030_clean_tryon.png
94,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00031,Labrador Retriever,87.7,60.9,81.0,L,1.02,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00031_clean_tryon.png
95,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00032,Labrador Retriever,80.4,53.9,59.5,M,1.072,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00032_clean_tryon.png
96,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00033,Labrador Retriever,93.7,58.3,78.9,XL,0.946,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00033_clean_tryon.png
97,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00034,Labrador Retriever,86.9,64.7,74.5,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00034_clean_tryon.png
98,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00035,Labrador Retriever,86.9,59.8,81.9,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00035_clean_tryon.png
99,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00036,Labrador Retriever,119.4,53.7,53.5,XL,1.206,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00036_clean_tryon.png
100,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00037,Labrador Retriever,81.2,41.0,64.0,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00037_clean_tryon.png
101,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00038,Labrador Retriever,92.5,52.6,81.2,L,1.076,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00038_clean_tryon.png
102,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00039,Labrador Retriever,114.3,62.5,69.1,XL,1.155,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00039_clean_tryon.png
103,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00040,Labrador Retriever,137.7,53.5,64.7,XL,1.391,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00040_clean_tryon.png
104,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00041,Labrador Retriever,93.3,49.7,70.2,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00041_clean_tryon.png
105,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00042,Labrador Retriever,94.3,57.8,72.1,XL,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00042_clean_tryon.png
106,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00043,Labrador Retriever,87.5,44.9,66.9,L,1.017,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00043_clean_tryon.png
107,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00044,Labrador Retriever,86.2,50.6,70.4,L,1.002,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00044_clean_tryon.png
108,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00045,Labrador Retriever,89.4,59.5,74.2,L,1.04,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00045_clean_tryon.png
109,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00046,Labrador Retriever,88.2,56.7,72.7,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00046_clean_tryon.png
110,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00047,Labrador Retriever,152.2,57.6,78.6,XL,1.537,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00047_clean_tryon.png
111,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00048,Labrador Retriever,99.6,45.4,65.3,XL,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00048_clean_tryon.png
112,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00049,Labrador Retriever,98.3,59.8,79.8,XL,0.993,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00049_clean_tryon.png
113,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00050,Labrador Retriever,103.1,51.7,68.5,XL,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00050_clean_tryon.png
114,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00051,Labrador Retriever,116.7,65.2,71.6,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00051_clean_tryon.png
115,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00052,Labrador Retriever,87.2,52.6,68.8,L,1.014,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00052_clean_tryon.png
116,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00053,Labrador Retriever,86.5,61.0,79.5,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00053_clean_tryon.png
117,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00054,Labrador Retriever,95.7,23.8,76.3,XL,0.967,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00054_clean_tryon.png
118,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00055,Labrador Retriever,95.0,135.7,77.7,XL,0.96,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00055_clean_tryon.png
119,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00056,Labrador Retriever,91.6,74.2,65.2,L,1.065,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00056_clean_tryon.png
120,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00057,Labrador Retriever,96.0,33.2,66.0,XL,0.97,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00057_clean_tryon.png
121,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00058,Labrador Retriever,87.6,40.0,71.6,L,1.019,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00058_clean_tryon.png
122,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00059,Labrador Retriever,101.9,52.4,73.1,XL,1.029,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00059_clean_tryon.png
123,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00060,Labrador Retriever,99.7,135.4,77.9,XL,1.007,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00060_clean_tryon.png
124,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00061,Labrador Retriever,81.2,43.9,61.6,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00061_clean_tryon.png
125,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00062,Labrador Retriever,92.0,51.3,71.7,L,1.07,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00062_clean_tryon.png
126,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00063,Labrador Retriever,92.4,60.5,73.1,L,1.074,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00063_clean_tryon.png
127,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00064,Labrador Retriever,91.8,50.6,65.0,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00064_clean_tryon.png
128,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00065,Labrador Retriever,90.1,55.6,75.5,L,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00065_clean_tryon.png
129,Waterproof Raincoat,Ruffwear Sun Shower (Yellow),01_waterproof_raincoat_ruffwear_yellow,00066,Labrador Retriever,85.8,58.4,77.2,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\01_waterproof_raincoat_ruffwear_yellow\labrador\00066_clean_tryon.png
130,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00001,Golden Retriever,83.9,61.8,58.5,L,0.976,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00001_clean_tryon.png
131,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00002,Golden Retriever,102.9,56.7,78.7,XL,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00002_clean_tryon.png
132,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00003,Golden Retriever,93.2,47.2,75.4,XL,0.941,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00003_clean_tryon.png
133,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00004,Golden Retriever,80.0,44.9,68.4,M,1.067,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00004_clean_tryon.png
134,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00005,Golden Retriever,86.4,44.9,69.1,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00005_clean_tryon.png
135,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00006,Golden Retriever,80.8,82.9,57.0,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00006_clean_tryon.png
136,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00007,Golden Retriever,82.9,41.5,74.2,L,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00007_clean_tryon.png
137,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00008,Golden Retriever,91.3,47.8,47.5,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00008_clean_tryon.png
138,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00009,Golden Retriever,97.4,42.3,81.7,XL,0.984,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00009_clean_tryon.png
139,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00010,Golden Retriever,89.5,52.9,66.6,L,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00010_clean_tryon.png
140,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00011,Golden Retriever,119.3,50.9,69.8,XL,1.205,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00011_clean_tryon.png
141,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00012,Golden Retriever,84.7,58.8,75.3,L,0.985,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00012_clean_tryon.png
142,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00013,Golden Retriever,89.7,45.7,67.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00013_clean_tryon.png
143,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00014,Golden Retriever,88.2,56.7,76.9,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00014_clean_tryon.png
144,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00015,Golden Retriever,155.4,46.2,66.0,XL,1.57,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00015_clean_tryon.png
145,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00016,Golden Retriever,77.9,64.8,66.4,M,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00016_clean_tryon.png
146,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00017,Golden Retriever,157.2,45.5,67.1,XL,1.588,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00017_clean_tryon.png
147,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00018,Golden Retriever,96.8,59.8,78.3,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00018_clean_tryon.png
148,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00019,Golden Retriever,83.5,52.3,71.8,L,0.971,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00019_clean_tryon.png
149,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00020,Golden Retriever,105.1,45.1,68.2,XL,1.062,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00020_clean_tryon.png
150,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00021,Golden Retriever,85.2,47.6,68.2,L,0.991,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00021_clean_tryon.png
151,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00022,Golden Retriever,83.6,52.9,59.1,L,0.972,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00022_clean_tryon.png
152,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00023,Golden Retriever,85.9,87.8,66.0,L,0.999,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00023_clean_tryon.png
153,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00024,Golden Retriever,93.4,48.2,68.2,XL,0.943,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00024_clean_tryon.png
154,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00025,Golden Retriever,93.3,123.9,64.3,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00025_clean_tryon.png
155,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00026,Golden Retriever,91.5,50.4,71.0,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00026_clean_tryon.png
156,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00027,Golden Retriever,86.4,55.1,59.4,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00027_clean_tryon.png
157,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00028,Golden Retriever,88.3,42.7,77.2,L,1.027,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00028_clean_tryon.png
158,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00029,Golden Retriever,148.2,35.3,57.3,XL,1.497,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00029_clean_tryon.png
159,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00030,Golden Retriever,95.9,63.2,83.3,XL,0.969,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00030_clean_tryon.png
160,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00031,Golden Retriever,90.2,37.9,60.4,L,1.049,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00031_clean_tryon.png
161,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00032,Golden Retriever,82.8,23.7,59.4,L,0.963,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00032_clean_tryon.png
162,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00033,Golden Retriever,104.3,58.8,80.9,XL,1.054,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00033_clean_tryon.png
163,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00034,Golden Retriever,93.3,59.6,80.0,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00034_clean_tryon.png
164,Extreme Thermal Parka,Hurtta Extreme Warmer (Lingonberry Red),02_extreme_thermal_parka_hurtta_red,00035,Golden Retriever,100.0,111.8,85.9,XL,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\02_extreme_thermal_parka_hurtta_red\golden\00035_clean_tryon.png
