Index,Image_ID,Breed,Chest_Girth_cm,Semi_Depth_A_cm,Semi_Width_B_cm,Back_Length_cm,Height_cm,Recommended_Size,Fit_Ratio,Verdict,Stage1_3D_Mesh,Stage2_Depth,Stage3_Mask,Stage4_VTON
156,golden_golden_retriever_standing_side_profile_bing_00030,Golden Retriever,86.4,14.2,13.2,55.2,77.8,L,1.005,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00030_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00030_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00030_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00030_stage4_vton_L.png
157,golden_golden_retriever_standing_side_profile_bing_00031,Golden Retriever,97.3,15.5,15.5,45.5,71.9,XL,0.983,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00031_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00031_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00031_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00031_stage4_vton_XL.png
158,golden_golden_retriever_standing_side_profile_bing_00032,Golden Retriever,89.5,14.7,13.8,104.0,64.9,L,1.041,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00032_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00032_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00032_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00032_stage4_vton_L.png
159,golden_golden_retriever_standing_side_profile_bing_00033,Golden Retriever,98.0,15.6,15.6,50.3,71.2,XL,0.99,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00033_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00033_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00033_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00033_stage4_vton_XL.png
160,golden_golden_retriever_standing_side_profile_bing_00034,Golden Retriever,84.7,14.2,12.7,56.7,86.2,L,0.985,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00034_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00034_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00034_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00034_stage4_vton_L.png
161,golden_golden_retriever_standing_side_profile_bing_00035,Golden Retriever,90.8,15.0,13.9,44.8,65.1,L,1.056,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00035_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00035_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00035_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00035_stage4_vton_L.png
162,golden_golden_retriever_standing_side_profile_bing_00036,Golden Retriever,85.5,14.2,12.9,40.1,65.5,L,0.994,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00036_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00036_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00036_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00036_stage4_vton_L.png
163,golden_golden_retriever_standing_side_profile_bing_00037,Golden Retriever,81.9,13.2,12.9,48.0,71.9,L,0.952,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00037_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00037_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00037_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00037_stage4_vton_L.png
164,golden_golden_retriever_standing_side_profile_bing_00038,Golden Retriever,108.4,18.3,16.2,50.8,67.8,XL,1.095,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00038_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00038_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00038_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00038_stage4_vton_XL.png
165,golden_golden_retriever_standing_side_profile_bing_00039,Golden Retriever,96.5,16.1,14.6,53.4,87.4,XL,0.975,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00039_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00039_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00039_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00039_stage4_vton_XL.png
166,golden_golden_retriever_standing_side_profile_bing_00040,Golden Retriever,87.9,14.4,13.6,56.4,85.5,L,1.022,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00040_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00040_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00040_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00040_stage4_vton_L.png
167,golden_golden_retriever_standing_side_profile_bing_00041,Golden Retriever,92.5,14.7,14.7,57.1,63.8,L,1.076,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00041_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00041_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00041_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00041_stage4_vton_L.png
168,golden_golden_retriever_standing_side_profile_bing_00042,Golden Retriever,83.1,13.8,12.6,55.2,74.5,L,0.966,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00042_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00042_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00042_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00042_stage4_vton_L.png
169,golden_golden_retriever_standing_side_profile_bing_00043,Golden Retriever,82.9,13.2,13.2,58.7,78.2,L,0.964,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00043_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00043_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00043_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00043_stage4_vton_L.png
170,golden_golden_retriever_standing_side_profile_bing_00044,Golden Retriever,106.4,18.8,15.0,48.4,65.9,XL,1.075,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00044_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00044_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00044_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00044_stage4_vton_XL.png
171,golden_golden_retriever_standing_side_profile_bing_00045,Golden Retriever,85.0,13.9,13.1,56.4,86.1,L,0.988,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00045_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00045_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00045_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00045_stage4_vton_L.png
172,golden_golden_retriever_standing_side_profile_bing_00046,Golden Retriever,91.1,14.8,14.2,61.0,80.3,L,1.059,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00046_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00046_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00046_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00046_stage4_vton_L.png
173,golden_golden_retriever_standing_side_profile_bing_00047,Golden Retriever,116.4,19.0,18.1,59.9,68.8,XL,1.176,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00047_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00047_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00047_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00047_stage4_vton_XL.png
174,golden_golden_retriever_standing_side_profile_bing_00048,Golden Retriever,84.2,13.5,13.3,59.2,76.0,L,0.979,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00048_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00048_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00048_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00048_stage4_vton_L.png
175,golden_golden_retriever_standing_side_profile_bing_00049,Golden Retriever,98.0,15.6,15.6,57.6,78.4,XL,0.99,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00049_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00049_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00049_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00049_stage4_vton_XL.png
176,golden_golden_retriever_standing_side_profile_bing_00050,Golden Retriever,97.2,15.8,15.1,61.5,67.4,XL,0.982,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00050_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00050_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00050_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00050_stage4_vton_XL.png
177,golden_golden_retriever_standing_side_profile_bing_00051,Golden Retriever,91.0,14.9,14.1,47.8,60.2,L,1.058,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00051_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00051_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00051_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00051_stage4_vton_L.png
178,golden_golden_retriever_standing_side_profile_bing_00052,Golden Retriever,78.1,12.8,12.1,53.2,61.8,M,1.041,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00052_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00052_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00052_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00052_stage4_vton_M.png
179,golden_golden_retriever_standing_side_profile_bing_00053,Golden Retriever,136.5,24.5,18.8,57.3,68.4,XL,1.379,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00053_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00053_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00053_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00053_stage4_vton_XL.png
180,golden_golden_retriever_standing_side_profile_bing_00054,Golden Retriever,85.4,13.7,13.5,59.1,78.8,L,0.993,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00054_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00054_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00054_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00054_stage4_vton_L.png
181,golden_golden_retriever_standing_side_profile_bing_00055,Golden Retriever,91.3,14.7,14.3,52.4,73.1,L,1.062,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_standing_side_profile_bing_00055_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_standing_side_profile_bing_00055_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_standing_side_profile_bing_00055_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_standing_side_profile_bing_00055_stage4_vton_L.png
